,ligand,receptor,JS_Treg,JS_Th0,delta,frac_pos_Treg,frac_pos_Th0,mean_recep_Treg,mean_recep_Th0,mean_lig,n_Treg,n_Th0
133,Cxcl12,Cxcr4,0.5389904821742388,0.6513088502064411,-0.1123183680322023,0.5537383177570093,0.5240963855421686,4.888610363006592,4.791128158569336,4.319969177246094,1712,1494
134,Fn1,Itgb1,0.49503267810745066,0.6074856856613786,-0.11245300755392795,0.6816588785046729,0.6572958500669344,6.052483558654785,6.162197113037109,5.665269374847412,1712,1494
135,Spp1,Itgb3,0.6754663630399691,0.7881331677587711,-0.11266680471880197,0.2716121495327103,0.16934404283801874,2.3167808055877686,1.4891140460968018,2.048954963684082,1712,1494
136,Cdh1,Itgb1,0.5241330186844687,0.6381083980600558,-0.1139753793755871,0.6816588785046729,0.6572958500669344,6.052483558654785,6.162197113037109,3.2274091243743896,1712,1494
137,Lamc3,Itgav,0.633321994614683,0.7486563698895132,-0.11533437527483026,0.5531542056074766,0.3828647925033467,4.7819132804870605,3.3525912761688232,0.2575504779815674,1712,1494
138,Lamc2,Itgb1,0.5233038350981829,0.6392782115793707,-0.1159743764811878,0.6816588785046729,0.6572958500669344,6.052483558654785,6.162197113037109,2.041736364364624,1712,1494
139,Tgfb1,Tgfbr2,0.48687649079773,0.6034866292202311,-0.11661013842250112,0.740070093457944,0.6894243641231593,6.59084415435791,6.4028801918029785,4.899741172790527,1712,1494
140,Il4,Il2rg,0.5105228591689727,0.6279372035204154,-0.11741434435144271,0.8276869158878505,0.7161981258366801,7.5729546546936035,6.6432318687438965,0.21229012310504913,1712,1494
141,Ifng,Ifngr1,0.5592378536431831,0.6785638669700428,-0.11932601332685966,0.8165887850467289,0.4825970548862115,7.451381206512451,4.327945232391357,0.0498739629983902,1712,1494
142,Tgfb3,Tgfbr1,0.5754432234446598,0.6950283189898805,-0.11958509554522068,0.45385514018691586,0.28112449799196787,3.89577317237854,2.445789098739624,1.9078963994979858,1712,1494
143,Icam1,Itgal,0.5015814018727188,0.6212378750137996,-0.11965647314108074,0.7184579439252337,0.7710843373493976,6.370395660400391,7.292726993560791,4.34319543838501,1712,1494
144,Tnc,Itgb1,0.5171422872504826,0.637122478612087,-0.11998019136160443,0.6816588785046729,0.6572958500669344,6.052483558654785,6.162197113037109,1.6642721891403198,1712,1494
145,Lama1,Itgav,0.5964070912090245,0.7187786977236731,-0.12237160651464862,0.5531542056074766,0.3828647925033467,4.7819132804870605,3.3525912761688232,0.16024239361286163,1712,1494
146,Il18,Il18rap,0.700893835805479,0.8251801979500749,-0.12428636214459587,0.2207943925233645,0.10174029451137885,1.854851245880127,0.8885295391082764,0.7288833856582642,1712,1494
147,Dll4,Notch2,0.6196006895744229,0.7456552646297886,-0.12605457505536566,0.3662383177570093,0.3253012048192771,3.085585594177246,2.832099199295044,1.4849385023117065,1712,1494
148,Vtn,Itgav,0.6045346653219482,0.7314958229171349,-0.12696115759518667,0.5531542056074766,0.3828647925033467,4.7819132804870605,3.3525912761688232,0.20507098734378815,1712,1494
