,ligand,receptor,JS_Treg,JS_Th0,delta,frac_pos_Treg,frac_pos_Th0,mean_recep_Treg,mean_recep_Th0,mean_lig,n_Treg,n_Th0
0,Ccl21a,Ccr7,0.9735091397436889,0.8510071920062001,0.12250194773748879,0.04326923076923077,0.2033898305084746,0.37012723088264465,1.8214918375015259,0.4453426003456116,208,472
1,Cxcl13,Cxcr5,0.8373987513251843,0.723386221761839,0.11401252956334529,0.07692307692307693,0.23516949152542374,0.6581652164459229,2.1017415523529053,0.23719972372055054,208,472
2,Cd40lg,Itgb1,0.7560984362186718,0.6488747634960946,0.10722367272257716,0.6346153846153846,0.6864406779661016,5.7728424072265625,6.67531681060791,0.09092091768980026,208,472
3,Ccl19,Ccr7,0.9389028108045823,0.8332698689401323,0.10563294186444994,0.04326923076923077,0.2033898305084746,0.37012723088264465,1.8214918375015259,0.26412084698677063,208,472
4,Reln,Itgb1,0.8362937882962852,0.7467586535069022,0.08953513478938302,0.6346153846153846,0.6864406779661016,5.7728424072265625,6.67531681060791,0.24334697425365448,208,472
5,Pecam1,Pecam1,0.9256534422189874,0.8370869460422223,0.08856649617676504,0.23076923076923078,0.3644067796610169,1.9827942848205566,3.295513868331909,5.4968037605285645,208,472
6,Itga4,Itgb1,0.798853262262344,0.7134856408959611,0.08536762136638287,0.6346153846153846,0.6864406779661016,5.7728424072265625,6.67531681060791,1.24862802028656,208,472
7,Cd70,Cd27,0.9164809314641379,0.8392427973516046,0.07723813411253333,0.42788461538461536,0.4555084745762712,3.8047850131988525,4.148011207580566,0.0038597923703491688,208,472
8,Cd40lg,Itgb2,0.7485918154333031,0.6747716738026626,0.07382014163064055,0.6875,0.5783898305084746,6.253073692321777,5.347509384155273,0.09092091768980026,208,472
9,Itgb2,Icam2,0.9171146055377994,0.8436769102584024,0.07343769527939703,0.11538461538461539,0.19491525423728814,0.9769210815429688,1.7038700580596924,1.5334513187408447,208,472
10,Cd80,Cd28,0.8151787724788051,0.744017934066012,0.07116083841279308,0.5240384615384616,0.5889830508474576,4.6594696044921875,5.490810394287109,0.18854808807373047,208,472
11,Itga9,Itgb1,0.8596249605204686,0.7892227836061231,0.07040217691434547,0.6346153846153846,0.6864406779661016,5.7728424072265625,6.67531681060791,1.7351768016815186,208,472
12,Col4a1,Itgb1,0.8637206507048578,0.7944017429806352,0.06931890772422267,0.6346153846153846,0.6864406779661016,5.7728424072265625,6.67531681060791,6.22636079788208,208,472
13,Lama2,Itgb1,0.8512053052652863,0.7820341620000111,0.06917114326527518,0.6346153846153846,0.6864406779661016,5.7728424072265625,6.67531681060791,1.247771978378296,208,472
14,Fn1,Itgb1,0.865711222548217,0.7966456862422683,0.0690655363059487,0.6346153846153846,0.6864406779661016,5.7728424072265625,6.67531681060791,3.2584619522094727,208,472
15,Icosl,Cd28,0.8152903489467199,0.7465841812611032,0.06870616768561677,0.5240384615384616,0.5889830508474576,4.6594696044921875,5.490810394287109,1.3589568138122559,208,472
16,Cd86,Cd28,0.8203861031524545,0.7520802107802628,0.06830589237219176,0.5240384615384616,0.5889830508474576,4.6594696044921875,5.490810394287109,0.6053617000579834,208,472
17,Jam2,Itgb1,0.8646648371111633,0.7963710876785836,0.06829374943257971,0.6346153846153846,0.6864406779661016,5.7728424072265625,6.67531681060791,2.477440595626831,208,472
18,Lamb1,Itgb1,0.860319670652954,0.7929766431536989,0.06734302749925514,0.6346153846153846,0.6864406779661016,5.7728424072265625,6.67531681060791,1.908517837524414,208,472
19,Spp1,Itgb1,0.8852248395183586,0.8198985856065609,0.0653262539117977,0.6346153846153846,0.6864406779661016,5.7728424072265625,6.67531681060791,1.1989530324935913,208,472
20,Col1a1,Itgb1,0.8339142852548079,0.7690630361499586,0.0648512491048493,0.6346153846153846,0.6864406779661016,5.7728424072265625,6.67531681060791,1.5090986490249634,208,472
21,Cdh1,Itgb1,0.8720256437345939,0.8082638291665172,0.06376181456807672,0.6346153846153846,0.6864406779661016,5.7728424072265625,6.67531681060791,2.9801647663116455,208,472
22,Cdh5,Cdh5,0.9401623471171349,0.8770522855336715,0.06311006158346333,0.13942307692307693,0.19491525423728814,1.187057614326477,1.7717442512512207,5.322795391082764,208,472
23,Lamc3,Itgb1,0.8859952233356785,0.8228887456792473,0.06310647765643118,0.6346153846153846,0.6864406779661016,5.7728424072265625,6.67531681060791,0.46138593554496765,208,472
24,Lama3,Itgb1,0.8785111725745156,0.8156354948993344,0.06287567767518121,0.6346153846153846,0.6864406779661016,5.7728424072265625,6.67531681060791,1.1370269060134888,208,472
25,Itgb2,Cd226,0.8578540013787915,0.7962513090128219,0.0616026923659696,0.38461538461538464,0.3411016949152542,3.394162893295288,3.071749210357666,1.5334513187408447,208,472
26,Tnc,Itgb1,0.8513062172628644,0.7900349200306956,0.06127129723216873,0.6346153846153846,0.6864406779661016,5.7728424072265625,6.67531681060791,0.5606256723403931,208,472
27,Vtn,Itgb1,0.8884547091941538,0.8292639562731557,0.05919075292099807,0.6346153846153846,0.6864406779661016,5.7728424072265625,6.67531681060791,0.25585418939590454,208,472
28,Adm,Calcrl,0.8935214916220191,0.836246091195291,0.057275400426728074,0.3942307692307692,0.3644067796610169,3.4224419593811035,3.359161376953125,0.40170618891716003,208,472
29,Lamc2,Itgb1,0.8743005527714739,0.8172483833168345,0.05705216945463942,0.6346153846153846,0.6864406779661016,5.7728424072265625,6.67531681060791,1.177904486656189,208,472
30,Il21,Il21r,0.9112933224937685,0.8545843096571293,0.056709012836639205,0.1971153846153846,0.22245762711864406,1.6650665998458862,1.9387907981872559,0.028614945709705353,208,472
31,Icam2,Itgal,0.8791003038201772,0.8233393416287305,0.05576096219144677,0.7259615384615384,0.6864406779661016,6.6278581619262695,6.5571417808532715,3.004119396209717,208,472
32,Thy1,Itgb2,0.7563958092535801,0.7013412071182358,0.0550546021353443,0.6875,0.5783898305084746,6.253073692321777,5.347509384155273,0.5584604144096375,208,472
33,Il7,Il7r,0.8343954327883214,0.779815219235233,0.0545802135530884,0.6826923076923077,0.6080508474576272,6.365878582000732,5.91031551361084,0.26706114411354065,208,472
34,Lama2,Itga6,0.9215964446268573,0.8681170567962763,0.05347938783058104,0.1875,0.2266949152542373,1.5943922996520996,1.9779607057571411,1.247771978378296,208,472
35,Il21,Il2rg,0.8404911564726965,0.787112347534802,0.053378808937894484,0.8028846153846154,0.6461864406779662,7.335011005401611,6.06127405166626,0.028614945709705353,208,472
36,Icam1,Itgal,0.8647635679520689,0.8114107683282059,0.05335279962386297,0.7259615384615384,0.6864406779661016,6.6278581619262695,6.5571417808532715,3.439673900604248,208,472
37,Tgfb1,Tgfbr2,0.8433580136172376,0.7905608439566859,0.0527971696605517,0.6730769230769231,0.5699152542372882,6.0476837158203125,5.281052589416504,2.8428735733032227,208,472
38,H2-DMb2,Cd4,0.806981972575512,0.7549937749132914,0.051988197662220514,0.6730769230769231,0.625,6.033725261688232,5.860536098480225,1.5876312255859375,208,472
39,Spp1,Itga4,0.8858451610646001,0.8339695586661431,0.05187560239845701,0.7788461538461539,0.7076271186440678,7.250582218170166,6.9015631675720215,1.1989530324935913,208,472
40,Igf2,Itga6,0.9279220826912307,0.8768003136578889,0.05112176903334176,0.1875,0.2266949152542373,1.5943922996520996,1.9779607057571411,0.3253360390663147,208,472
41,Lamb1,Itga6,0.9274698498424047,0.8771934029171086,0.05027644692529609,0.1875,0.2266949152542373,1.5943922996520996,1.9779607057571411,1.908517837524414,208,472
42,Lama1,Itgb1,0.8851950755794553,0.8353285720126741,0.04986650356678124,0.6346153846153846,0.6864406779661016,5.7728424072265625,6.67531681060791,0.08762533217668533,208,472
43,Tslp,Il7r,0.8654594127191843,0.8158674012128925,0.04959201150629178,0.6826923076923077,0.6080508474576272,6.365878582000732,5.91031551361084,0.4009202718734741,208,472
44,Fn1,Itga4,0.8586227317881262,0.8096606083027414,0.048962123485384756,0.7788461538461539,0.7076271186440678,7.250582218170166,6.9015631675720215,3.2584619522094727,208,472
45,Tgfb2,Tgfbr2,0.8558041670552979,0.8072895827799513,0.048514584275346606,0.6730769230769231,0.5699152542372882,6.0476837158203125,5.281052589416504,0.6804603934288025,208,472
46,H2-Ab1,Cd4,0.823309205534269,0.7770014168138678,0.0463077887204012,0.6730769230769231,0.625,6.033725261688232,5.860536098480225,3.8097593784332275,208,472
47,Lama3,Itga6,0.9350007042884068,0.8897711574320032,0.04522954685640357,0.1875,0.2266949152542373,1.5943922996520996,1.9779607057571411,1.1370269060134888,208,472
48,Lamc3,Itga6,0.9416062960069892,0.8966517537545663,0.0449545422524229,0.1875,0.2266949152542373,1.5943922996520996,1.9779607057571411,0.46138593554496765,208,472
49,Tgfb3,Tgfbr2,0.8324638950766715,0.7879250431610644,0.044538851915607136,0.6730769230769231,0.5699152542372882,6.0476837158203125,5.281052589416504,1.0774030685424805,208,472
50,Sell,Cd34,0.9189827785055101,0.8789131644936038,0.04006961401190634,0.20192307692307693,0.15466101694915255,1.7612637281417847,1.3856436014175415,0.8476281762123108,208,472
51,Lamc2,Itga6,0.9323364036070255,0.8936954231934678,0.03864098041355768,0.1875,0.2266949152542373,1.5943922996520996,1.9779607057571411,1.177904486656189,208,472
52,Cd80,Cd274,0.8986522160945509,0.8610590080489718,0.037593208045579085,0.14423076923076922,0.13135593220338984,1.2219502925872803,1.1435593366622925,0.18854808807373047,208,472
53,Il6,Il6st,0.8782407451128886,0.8408887877491615,0.037351957363727095,0.5961538461538461,0.5211864406779662,5.314071178436279,4.812450408935547,0.02092732861638069,208,472
54,Il25,Il17ra,0.9345614295220079,0.8984806105468728,0.036080818975135154,0.3125,0.2563559322033898,2.6741976737976074,2.272303581237793,0.015487735159695148,208,472
55,Il2,Il2rg,0.8100934010266092,0.7764785933305588,0.03361480769605041,0.8028846153846154,0.6461864406779662,7.335011005401611,6.06127405166626,0.039808239787817,208,472
56,Icam2,Itgb2,0.8737842774699703,0.8404045452370166,0.03337973223295376,0.6875,0.5783898305084746,6.253073692321777,5.347509384155273,3.004119396209717,208,472
57,C3,Itgb2,0.8274404873827171,0.7942355302238652,0.033204957158851967,0.6875,0.5783898305084746,6.253073692321777,5.347509384155273,4.365539073944092,208,472
58,Dll1,Notch1,0.9018522594749854,0.8689708836072003,0.032881375867785056,0.4182692307692308,0.3877118644067797,3.6224939823150635,3.4512600898742676,1.137986183166504,208,472
59,Ccl5,Ccr4,0.8149279248643437,0.7821467182964921,0.03278120656785166,0.3894230769230769,0.22033898305084745,3.4221131801605225,1.9867191314697266,0.24820053577423096,208,472
60,Cxcl12,Cxcr4,0.8400070725759144,0.8078408871623646,0.032166185413549875,0.625,0.4766949152542373,5.712226390838623,4.394519805908203,2.858544111251831,208,472
61,Lama1,Itga6,0.9346953580955165,0.903085386742225,0.031609971353291466,0.1875,0.2266949152542373,1.5943922996520996,1.9779607057571411,0.08762533217668533,208,472
62,Icam1,Itgb2,0.8601112315332083,0.8285580403745213,0.031553191158687044,0.6875,0.5783898305084746,6.253073692321777,5.347509384155273,3.439673900604248,208,472
63,Dll1,Notch2,0.9164366369892845,0.8856098551122646,0.030826781877019815,0.3701923076923077,0.2796610169491525,3.205976724624634,2.4889822006225586,1.137986183166504,208,472
64,Calca,Calcrl,0.8784187197977831,0.8477305231998326,0.030688196597950523,0.3942307692307692,0.3644067796610169,3.4224419593811035,3.359161376953125,0.049612242728471756,208,472
65,Cxcl10,Cxcr3,0.8183632471819753,0.789217365726606,0.029145881455369338,0.2980769230769231,0.25,2.6363587379455566,2.3114817142486572,0.05792556330561638,208,472
66,Cd40lg,Itgb3,0.830775928287505,0.8024851183682951,0.028290809919209958,0.34134615384615385,0.17584745762711865,2.974055290222168,1.546945571899414,0.09092091768980026,208,472
67,Il4,Il2rg,0.8288055097362235,0.8006583583690979,0.028147151367125534,0.8028846153846154,0.6461864406779662,7.335011005401611,6.06127405166626,0.036868441849946976,208,472
68,Ifng,Ifngr2,0.8875999271162359,0.859479278310573,0.028120648805662896,0.21634615384615385,0.1504237288135593,1.8190457820892334,1.3055375814437866,0.020524272695183754,208,472
69,Il17a,Il17ra,0.9137848476072066,0.8858134496659473,0.027971397941259246,0.3125,0.2563559322033898,2.6741976737976074,2.272303581237793,0.023770080879330635,208,472
70,Thy1,Itgav,0.8008812911399659,0.773089397042119,0.02779189409784688,0.4855769230769231,0.3283898305084746,4.230406761169434,2.9061121940612793,0.5584604144096375,208,472
71,Itga4,Itgb7,0.7842118161776098,0.7568179971987403,0.0273938189788695,0.7644230769230769,0.4894067796610169,6.999262809753418,4.532156944274902,1.24862802028656,208,472
72,Il7,Il2rg,0.8099542674244742,0.7830780517280752,0.026876215696398975,0.8028846153846154,0.6461864406779662,7.335011005401611,6.06127405166626,0.26706114411354065,208,472
73,Dll4,Notch1,0.9019031403354194,0.8758499886584984,0.026053151676921016,0.4182692307692308,0.3877118644067797,3.6224939823150635,3.4512600898742676,1.6760467290878296,208,472
74,Jam3,Itgb2,0.8251583355291258,0.8013533618818607,0.023804973647265082,0.6875,0.5783898305084746,6.253073692321777,5.347509384155273,0.4413560628890991,208,472
75,Itga4,Vcam1,0.864049261829901,0.8409251357077964,0.023124126122104682,0.3125,0.2076271186440678,2.700655460357666,1.864479660987854,1.24862802028656,208,472
76,Il22,Il10rb,0.92593032707418,0.9033275649639724,0.02260276211020762,0.40865384615384615,0.23516949152542374,3.510500431060791,2.075017213821411,0.02290930412709713,208,472
77,Il4,Il13ra1,0.9342132968874403,0.9116765662159558,0.02253673067148443,0.11538461538461539,0.06779661016949153,0.9722340106964111,0.5966248512268066,0.036868441849946976,208,472
78,Tslp,Crlf2,0.9259836050401029,0.9038325005166455,0.022151104523457366,0.1971153846153846,0.16101694915254236,1.6606180667877197,1.3969740867614746,0.4009202718734741,208,472
79,Madcam1,Itga4,0.879353907529299,0.8572986266245297,0.02205528090476927,0.7788461538461539,0.7076271186440678,7.250582218170166,6.9015631675720215,0.006322821136564016,208,472
80,Dll3,Notch1,0.917041697648441,0.8951168728914662,0.02192482475697477,0.4182692307692308,0.3877118644067797,3.6224939823150635,3.4512600898742676,0.010254301130771637,208,472
81,Il13,Il13ra1,0.9500858341382162,0.9283812815759093,0.021704552562306967,0.11538461538461539,0.06779661016949153,0.9722340106964111,0.5966248512268066,0.01305706612765789,208,472
82,Pdcd1lg2,Pdcd1,0.8146210954507977,0.7933291851303752,0.021291910320422547,0.38461538461538464,0.2584745762711864,3.3678667545318604,2.3358685970306396,0.11717354506254196,208,472
83,Il17f,Il17ra,0.9094084328056634,0.8882891087219481,0.021119324083715307,0.3125,0.2563559322033898,2.6741976737976074,2.272303581237793,0.022663533687591553,208,472
84,Dll4,Notch2,0.9138356372379823,0.8930968146808563,0.020738822557126002,0.3701923076923077,0.2796610169491525,3.205976724624634,2.4889822006225586,1.6760467290878296,208,472
85,Lamc3,Itga3,0.9542668447379025,0.934533952981538,0.0197328917563645,0.14423076923076922,0.07838983050847458,1.2234723567962646,0.6871563792228699,0.46138593554496765,208,472
86,Fn1,Itgb7,0.8480802095037335,0.8295956122752896,0.018484597228443977,0.7644230769230769,0.4894067796610169,6.999262809753418,4.532156944274902,3.2584619522094727,208,472
87,Cxcl13,Cxcr3,0.7931458580878363,0.7762131464586076,0.016932711629228714,0.2980769230769231,0.25,2.6363587379455566,2.3114817142486572,0.23719972372055054,208,472
88,Il10,Il10rb,0.863348077073338,0.8465307228609676,0.016817354212370406,0.40865384615384615,0.23516949152542374,3.510500431060791,2.075017213821411,0.02099802903831005,208,472
89,Itga9,Vcam1,0.9164158355902966,0.9000442435024009,0.016371592087895737,0.3125,0.2076271186440678,2.700655460357666,1.864479660987854,1.7351768016815186,208,472
90,Lamc3,Cd44,0.8786930010564883,0.8623789405521001,0.016314060504388217,0.75,0.4978813559322034,6.7690911293029785,4.554685592651367,0.46138593554496765,208,472
91,Lama2,Itga3,0.9349288632437167,0.9187521573425461,0.016176705901170596,0.14423076923076922,0.07838983050847458,1.2234723567962646,0.6871563792228699,1.247771978378296,208,472
92,Reln,Itga3,0.9240503195131483,0.9082916000598366,0.015758719453311754,0.14423076923076922,0.07838983050847458,1.2234723567962646,0.6871563792228699,0.24334697425365448,208,472
93,Lamb1,Itga3,0.9386651311977103,0.9234206638337507,0.01524446736395968,0.14423076923076922,0.07838983050847458,1.2234723567962646,0.6871563792228699,1.908517837524414,208,472
94,Il2,Il2rb,0.8266104354067612,0.8118947839428373,0.01471565146392384,0.7163461538461539,0.3707627118644068,6.5126824378967285,3.472532033920288,0.039808239787817,208,472
95,Vtn,Itgav,0.9044031059481102,0.890109198795388,0.014293907152722274,0.4855769230769231,0.3283898305084746,4.230406761169434,2.9061121940612793,0.25585418939590454,208,472
96,Spp1,Cd44,0.8780124734249936,0.8639132147892226,0.014099258635770995,0.75,0.4978813559322034,6.7690911293029785,4.554685592651367,1.1989530324935913,208,472
97,Il25,Il17rb,0.9579040959953775,0.9439518429854278,0.013952253009949733,0.12980769230769232,0.07415254237288135,1.10993492603302,0.692389965057373,0.015487735159695148,208,472
98,Col4a1,Itga3,0.9358182755060371,0.9219774487814546,0.013840826724582533,0.14423076923076922,0.07838983050847458,1.2234723567962646,0.6871563792228699,6.22636079788208,208,472
99,Cdh1,Itgb7,0.859413166861348,0.8458515985825704,0.013561568278777636,0.7644230769230769,0.4894067796610169,6.999262809753418,4.532156944274902,2.9801647663116455,208,472
100,Lamc3,Itgav,0.9069078489697772,0.893418867727518,0.013488981242259168,0.4855769230769231,0.3283898305084746,4.230406761169434,2.9061121940612793,0.46138593554496765,208,472
101,Vwf,Itgav,0.8923379611929575,0.8788690816181747,0.013468879574782822,0.4855769230769231,0.3283898305084746,4.230406761169434,2.9061121940612793,2.2872772216796875,208,472
102,Spp1,Itgav,0.9004990276023285,0.8871567345838619,0.013342293018466567,0.4855769230769231,0.3283898305084746,4.230406761169434,2.9061121940612793,1.1989530324935913,208,472
103,Il9,Il9r,0.9659830530376442,0.953222573799112,0.012760479238532185,0.0673076923076923,0.1292372881355932,0.5533641576766968,1.1475661993026733,0.006457103416323662,208,472
104,Jam2,Itga3,0.9358253600314289,0.9237077868202431,0.012117573211185784,0.14423076923076922,0.07838983050847458,1.2234723567962646,0.6871563792228699,2.477440595626831,208,472
105,Itgb2,Icam1,0.8785124650700351,0.8665049812673675,0.012007483802667585,0.2692307692307692,0.1504237288135593,2.3056867122650146,1.3002989292144775,1.5334513187408447,208,472
106,Il10,Il10ra,0.8447730155524787,0.8329998577214629,0.011773157831015846,0.4567307692307692,0.20127118644067796,4.029995441436768,1.7917817831039429,0.02099802903831005,208,472
107,Fn1,Itga3,0.935716299720006,0.9239433948999206,0.011772904820085417,0.14423076923076922,0.07838983050847458,1.2234723567962646,0.6871563792228699,3.2584619522094727,208,472
108,Lama1,Itgav,0.9051507538972079,0.893846901626727,0.011303852270480919,0.4855769230769231,0.3283898305084746,4.230406761169434,2.9061121940612793,0.08762533217668533,208,472
109,Calcb,Calcrl,0.9064210623587662,0.895138538220036,0.01128252413873021,0.3942307692307692,0.3644067796610169,3.4224419593811035,3.359161376953125,0.027161631733179092,208,472
110,Jam3,Jam2,0.9333360842220643,0.9222135556121277,0.011122528609936566,0.11057692307692307,0.0635593220338983,0.9230091571807861,0.5725969076156616,0.4413560628890991,208,472
111,Lama3,Itga3,0.9398182898585722,0.9287761958759544,0.011042093982617796,0.14423076923076922,0.07838983050847458,1.2234723567962646,0.6871563792228699,1.1370269060134888,208,472
112,Col4a1,Cd44,0.8505069826745689,0.8399291142761083,0.010577868398460644,0.75,0.4978813559322034,6.7690911293029785,4.554685592651367,6.22636079788208,208,472
113,Ccl20,Ccr6,0.8572523091650432,0.8466958990190155,0.010556410146027706,0.1875,0.11440677966101695,1.6221072673797607,1.0181641578674316,0.035158589482307434,208,472
114,Col1a1,Itga3,0.9232546913216024,0.9128981047835212,0.010356586538081247,0.14423076923076922,0.07838983050847458,1.2234723567962646,0.6871563792228699,1.5090986490249634,208,472
115,Jam2,Jam2,0.9451520364830658,0.9354817817099021,0.009670254773163633,0.11057692307692307,0.0635593220338983,0.9230091571807861,0.5725969076156616,2.477440595626831,208,472
116,Fn1,Cd44,0.851420010926471,0.8417554192348811,0.009664591691589952,0.75,0.4978813559322034,6.7690911293029785,4.554685592651367,3.2584619522094727,208,472
117,Lama3,Itgav,0.8952362388275024,0.885880497225267,0.009355741602235401,0.4855769230769231,0.3283898305084746,4.230406761169434,2.9061121940612793,1.1370269060134888,208,472
118,Col4a1,Itgav,0.8819029462399353,0.8727095756684974,0.009193370571437876,0.4855769230769231,0.3283898305084746,4.230406761169434,2.9061121940612793,6.22636079788208,208,472
119,Jam2,Itgav,0.8835706985527542,0.8744304463865102,0.009140252166243923,0.4855769230769231,0.3283898305084746,4.230406761169434,2.9061121940612793,2.477440595626831,208,472
120,Lama2,Cd44,0.8344988396182565,0.8265170222030452,0.007981817415211312,0.75,0.4978813559322034,6.7690911293029785,4.554685592651367,1.247771978378296,208,472
121,F11r,Jam2,0.944318868994042,0.9365832862202216,0.007735582773820471,0.11057692307692307,0.0635593220338983,0.9230091571807861,0.5725969076156616,3.6136014461517334,208,472
122,Il18,Il18r1,0.8481592165633035,0.8406738794346083,0.0074853371286952575,0.6105769230769231,0.3516949152542373,5.5919880867004395,3.2530150413513184,0.6398911476135254,208,472
123,Lama1,Cd44,0.8787709281260161,0.8714052747951303,0.007365653330885791,0.75,0.4978813559322034,6.7690911293029785,4.554685592651367,0.08762533217668533,208,472
124,Ifng,Ifngr1,0.8227160689537341,0.8156825392501013,0.0070335297036328015,0.8798076923076923,0.4830508474576271,8.371350288391113,4.5382208824157715,0.020524272695183754,208,472
125,Lamc2,Itga3,0.9395047278717062,0.9325714080323518,0.006933319839354413,0.14423076923076922,0.07838983050847458,1.2234723567962646,0.6871563792228699,1.177904486656189,208,472
126,Lama1,Itga3,0.9404039369327649,0.93401354380349,0.006390393129274918,0.14423076923076922,0.07838983050847458,1.2234723567962646,0.6871563792228699,0.08762533217668533,208,472
127,Thy1,Itgax,0.8877433067096255,0.8814354312277358,0.006307875481889713,0.13942307692307693,0.05296610169491525,1.1743733882904053,0.46472206711769104,0.5584604144096375,208,472
128,Lamb1,Cd44,0.8465057917226921,0.8402402138754459,0.00626557784724624,0.75,0.4978813559322034,6.7690911293029785,4.554685592651367,1.908517837524414,208,472
