,ligand,receptor,JS_adventitia_CD4act,JS_TLS_CD4act,delta,frac_pos_adventitia_CD4act,frac_pos_TLS_CD4act,mean_recep_adventitia_CD4act,mean_recep_TLS_CD4act,mean_lig,n_adventitia_CD4act,n_TLS_CD4act
151,Fn1,Itgav,0.6864552448651544,0.768621618168136,-0.0821663733029816,0.43786127167630057,0.4375,3.7998905181884766,3.8223869800567627,5.665269374847412,1384,1200
152,Jam2,Jam2,0.7960895036690843,0.8789228254743502,-0.08283332180526592,0.12861271676300579,0.06833333333333333,1.0924488306045532,0.584764301776886,2.008331060409546,1384,1200
153,Tgfb3,Tgfbr1,0.6799896710777671,0.7630478156404567,-0.08305814456268956,0.29696531791907516,0.3258333333333333,2.553384780883789,2.8387515544891357,1.9078963994979858,1384,1200
154,Thy1,Itgav,0.611459641200653,0.694994937965755,-0.08353529676510196,0.43786127167630057,0.4375,3.7998905181884766,3.8223869800567627,1.0864776372909546,1384,1200
155,Ccl21a,Ccr7,0.7240374960867119,0.8080911044628101,-0.08405360837609821,0.0968208092485549,0.12,0.8445489406585693,1.0386425256729126,0.519371509552002,1384,1200
156,Col4a1,Cd44,0.686646640682979,0.7710667027582339,-0.08442006207525488,0.6567919075144508,0.6883333333333334,5.961802005767822,6.271204471588135,7.091513156890869,1384,1200
157,Fn1,Itga8,0.8070855542408578,0.8923456805971411,-0.08526012635628333,0.12427745664739884,0.045,1.0510313510894775,0.3774782419204712,5.665269374847412,1384,1200
158,Fn1,Itgb7,0.6737235966532905,0.7598618867139564,-0.08613829006066587,0.6567919075144508,0.5558333333333333,5.963653564453125,4.942928791046143,5.665269374847412,1384,1200
159,Jam3,Jam2,0.7807373730226657,0.8673590236815565,-0.08662165065889083,0.12861271676300579,0.06833333333333333,1.0924488306045532,0.584764301776886,0.3635479509830475,1384,1200
160,Cdh1,Itgb7,0.6996180129279744,0.7868720773785983,-0.08725406445062389,0.6567919075144508,0.5558333333333333,5.963653564453125,4.942928791046143,3.2274091243743896,1384,1200
161,Lamc3,Itga1,0.7678363414601287,0.8571932694522085,-0.08935692799207984,0.14739884393063585,0.15666666666666668,1.2661675214767456,1.3544394969940186,0.2575504779815674,1384,1200
162,Tslp,Il7r,0.7081626937595753,0.7988858027807106,-0.09072310902113534,0.47760115606936415,0.4508333333333333,4.324132442474365,4.064138412475586,0.35599657893180847,1384,1200
163,Jam2,Itgav,0.6970386860915938,0.7882034981209165,-0.0911648120293227,0.43786127167630057,0.4375,3.7998905181884766,3.8223869800567627,2.008331060409546,1384,1200
164,Cdh1,Klrg1,0.787967052598573,0.8792919490550176,-0.0913248964564446,0.18858381502890173,0.08083333333333333,1.7170679569244385,0.7190403342247009,3.2274091243743896,1384,1200
165,Itga9,Itgb1,0.6686091625156232,0.7608408745119986,-0.09223171199637537,0.6575144508670521,0.6891666666666667,6.019511699676514,6.314148902893066,2.0229880809783936,1384,1200
166,Lama2,Itga6,0.721506257022729,0.8145209789731072,-0.09301472195037819,0.21893063583815028,0.21833333333333332,1.875162959098816,1.8769882917404175,1.2718786001205444,1384,1200
167,Fn1,Itgb1,0.6565046672222,0.7500303062307719,-0.09352563900857191,0.6575144508670521,0.6891666666666667,6.019511699676514,6.314148902893066,5.665269374847412,1384,1200
168,Cdh1,Itgb1,0.6842782552984163,0.7782026070399707,-0.09392435174155433,0.6575144508670521,0.6891666666666667,6.019511699676514,6.314148902893066,3.2274091243743896,1384,1200
169,Cxcl12,Cxcr4,0.6767651857774757,0.7733136617579313,-0.09654847598045557,0.5043352601156069,0.5575,4.544917583465576,5.020231246948242,4.319969177246094,1384,1200
170,Fn1,Cd44,0.6612301107002838,0.7578418889155825,-0.09661177821529865,0.6567919075144508,0.6883333333333334,5.961802005767822,6.271204471588135,5.665269374847412,1384,1200
171,Lamc3,Itga9,0.8065231039762785,0.9042504812988509,-0.09772737732257242,0.10621387283236994,0.085,0.886751115322113,0.7144564986228943,0.2575504779815674,1384,1200
172,Adm,Calcrl,0.6693246112231351,0.767067100018936,-0.09774248879580083,0.36921965317919075,0.37833333333333335,3.3038880825042725,3.3974385261535645,0.2734023332595825,1384,1200
173,Fn1,Itga4,0.6660270305270791,0.7638144844902021,-0.09778745396312294,0.6604046242774566,0.6758333333333333,6.084496021270752,6.20207405090332,5.665269374847412,1384,1200
174,Lamb1,Itgav,0.679751444344818,0.7802997113946908,-0.10054826704987274,0.43786127167630057,0.4375,3.7998905181884766,3.8223869800567627,1.9755010604858398,1384,1200
175,Jam2,Itgb1,0.6673633128942834,0.7688389396578063,-0.10147562676352284,0.6575144508670521,0.6891666666666667,6.019511699676514,6.314148902893066,2.008331060409546,1384,1200
176,Il7,Il7r,0.651271318995209,0.752858038802434,-0.101586719807225,0.47760115606936415,0.4508333333333333,4.324132442474365,4.064138412475586,0.25374677777290344,1384,1200
177,Lamc3,Itga6,0.7437438595339433,0.8478272180109675,-0.10408335847702421,0.21893063583815028,0.21833333333333332,1.875162959098816,1.8769882917404175,0.2575504779815674,1384,1200
178,Igf2,Itgav,0.6969081023789344,0.8033614497287384,-0.10645334734980394,0.43786127167630057,0.4375,3.7998905181884766,3.8223869800567627,0.17159707844257355,1384,1200
179,Lamb1,Itgb1,0.6492925304904806,0.7606966434030357,-0.11140411291255503,0.6575144508670521,0.6891666666666667,6.019511699676514,6.314148902893066,1.9755010604858398,1384,1200
180,Tgfb2,Tgfbr2,0.6548084084255407,0.7664707079471194,-0.11166229952157869,0.7651734104046243,0.7383333333333333,7.057409763336182,6.766414165496826,0.8607767820358276,1384,1200
181,Thy1,Itgb2,0.5648665607339076,0.6768683160215879,-0.1120017552876803,0.7492774566473989,0.7508333333333334,6.8305792808532715,6.874693393707275,1.0864776372909546,1384,1200
182,Il6,Il6st,0.6771287802360892,0.7913921130157556,-0.11426333277966638,0.5852601156069365,0.5966666666666667,5.271377086639404,5.365682601928711,0.08919306099414825,1384,1200
183,Jam3,Itgb2,0.6204480958807943,0.7355843233810263,-0.115136227500232,0.7492774566473989,0.7508333333333334,6.8305792808532715,6.874693393707275,0.3635479509830475,1384,1200
184,Lamb1,Cd44,0.6542379207385088,0.7696305842409258,-0.11539266350241695,0.6567919075144508,0.6883333333333334,5.961802005767822,6.271204471588135,1.9755010604858398,1384,1200
185,C3,Itgb2,0.6288800994003657,0.7447833038129843,-0.11590320441261859,0.7492774566473989,0.7508333333333334,6.8305792808532715,6.874693393707275,6.418166637420654,1384,1200
186,Col1a1,Itgav,0.6270073189350063,0.7463013418981773,-0.11929402296317104,0.43786127167630057,0.4375,3.7998905181884766,3.8223869800567627,3.2534241676330566,1384,1200
187,Lama2,Itgav,0.6539658418273975,0.7838009746892042,-0.1298351328618067,0.43786127167630057,0.4375,3.7998905181884766,3.8223869800567627,1.2718786001205444,1384,1200
188,Col1a1,Itgb1,0.59500934323418,0.7260620477763948,-0.13105270454221485,0.6575144508670521,0.6891666666666667,6.019511699676514,6.314148902893066,3.2534241676330566,1384,1200
189,Tgfb3,Tgfbr2,0.5897919453617283,0.7228030810681002,-0.1330111357063719,0.7651734104046243,0.7383333333333333,7.057409763336182,6.766414165496826,1.9078963994979858,1384,1200
190,Il7,Il2rg,0.5992232926381093,0.7339629318563944,-0.13473963921828513,0.7861271676300579,0.7941666666666667,7.257000923156738,7.337060451507568,0.25374677777290344,1384,1200
191,Col1a1,Cd44,0.5969237764639441,0.7327748676872895,-0.13585109122334538,0.6567919075144508,0.6883333333333334,5.961802005767822,6.271204471588135,3.2534241676330566,1384,1200
192,Il4,Il2rg,0.6254129054857112,0.765360003382836,-0.1399470978971249,0.7861271676300579,0.7941666666666667,7.257000923156738,7.337060451507568,0.21229012310504913,1384,1200
193,Lama2,Itgb1,0.6235057432648506,0.7637547199198867,-0.1402489766550361,0.6575144508670521,0.6891666666666667,6.019511699676514,6.314148902893066,1.2718786001205444,1384,1200
194,Lama2,Cd44,0.6248225088448611,0.7723646816791933,-0.14754217283433213,0.6567919075144508,0.6883333333333334,5.961802005767822,6.271204471588135,1.2718786001205444,1384,1200
195,Lamc3,Itgav,0.6816752866547761,0.8321174963797877,-0.15044220972501166,0.43786127167630057,0.4375,3.7998905181884766,3.8223869800567627,0.2575504779815674,1384,1200
196,Lamc3,Itgb1,0.6506635340354704,0.8099131148342064,-0.15924958079873597,0.6575144508670521,0.6891666666666667,6.019511699676514,6.314148902893066,0.2575504779815674,1384,1200
197,Reln,Itgb1,0.5280558506409839,0.6897349279220122,-0.16167907728102826,0.6575144508670521,0.6891666666666667,6.019511699676514,6.314148902893066,0.2381298989057541,1384,1200
198,Lamc3,Cd44,0.6499472350771519,0.8223819302299534,-0.17243469515280152,0.6567919075144508,0.6883333333333334,5.961802005767822,6.271204471588135,0.2575504779815674,1384,1200
