,ligand,receptor,JS_adventitia_CD4act,JS_TLS_CD4act,delta,frac_pos_adventitia_CD4act,frac_pos_TLS_CD4act,mean_recep_adventitia_CD4act,mean_recep_TLS_CD4act,mean_lig,n_adventitia_CD4act,n_TLS_CD4act
104,Lamc2,Cd44,0.7286164076784454,0.7851781094173972,-0.05656170173895181,0.6567919075144508,0.6883333333333334,5.961802005767822,6.271204471588135,2.041736364364624,1384,1200
105,Vtn,Itgb1,0.7383541483039873,0.7966505158241569,-0.058296367520169645,0.6575144508670521,0.6891666666666667,6.019511699676514,6.314148902893066,0.20507098734378815,1384,1200
106,Icosl,Icos,0.6293070224555888,0.6876444878881969,-0.05833746543260809,0.578757225433526,0.5458333333333333,5.239432334899902,4.931683540344238,1.5611708164215088,1384,1200
107,Thy1,Itgb3,0.6811115390182406,0.7395867084777236,-0.058475169459482945,0.25939306358381503,0.195,2.242915391921997,1.6854921579360962,1.0864776372909546,1384,1200
108,Il17a,Il17ra,0.705937903077499,0.7644235521431897,-0.05848564906569065,0.28901734104046245,0.2875,2.4770829677581787,2.4696121215820312,0.09669100493192673,1384,1200
109,Spp1,Itga8,0.8453400384557104,0.9041385969074047,-0.05879855845169435,0.12427745664739884,0.045,1.0510313510894775,0.3774782419204712,2.048954963684082,1384,1200
110,Il18,Il18r1,0.7396156181975614,0.7984533267149265,-0.05883770851736514,0.44147398843930635,0.525,3.9960761070251465,4.787646770477295,0.7288833856582642,1384,1200
111,Tnc,Itgav,0.7305010938870404,0.789531030851202,-0.05902993696416159,0.43786127167630057,0.4375,3.7998905181884766,3.8223869800567627,1.6642721891403198,1384,1200
112,Fn1,Itgb3,0.7431884302536609,0.8023134576469234,-0.05912502739326253,0.25939306358381503,0.195,2.242915391921997,1.6854921579360962,5.665269374847412,1384,1200
113,Cxcl16,Cxcr6,0.7053001425569635,0.7655081849979265,-0.060208042440963006,0.4082369942196532,0.2975,3.658086061477661,2.6489856243133545,3.6949381828308105,1384,1200
114,Cd86,Ctla4,0.6716848303769568,0.7333983760929697,-0.06171354571601284,0.5151734104046243,0.41,4.717128276824951,3.67844557762146,0.9740771055221558,1384,1200
115,Lamc3,Itga3,0.7996501380957427,0.8620290476106718,-0.06237890951492908,0.125,0.15833333333333333,1.0616308450698853,1.3570177555084229,0.2575504779815674,1384,1200
116,Il2,Il2ra,0.7398476363320704,0.8026688773228092,-0.06282124099073882,0.305635838150289,0.1725,2.7260026931762695,1.5448100566864014,0.03880273178219795,1384,1200
117,Lama2,Itga9,0.8045522596690307,0.8675125860496514,-0.06296032638062077,0.10621387283236994,0.085,0.886751115322113,0.7144564986228943,1.2718786001205444,1384,1200
118,Dll4,Notch2,0.7511495473193631,0.8147735937941053,-0.06362404647474218,0.37283236994219654,0.37583333333333335,3.2169246673583984,3.2539942264556885,1.4849385023117065,1384,1200
119,Lama3,Itgb1,0.7202691948201355,0.7848420017878188,-0.0645728069676833,0.6575144508670521,0.6891666666666667,6.019511699676514,6.314148902893066,1.4434186220169067,1384,1200
120,Cdh1,Itgae,0.7725866767843784,0.8372227493810959,-0.06463607259671744,0.2536127167630058,0.18333333333333332,2.2744250297546387,1.6389583349227905,3.2274091243743896,1384,1200
121,Cd40lg,Itgb2,0.5766707854487914,0.6414408022394712,-0.06477001679067984,0.7492774566473989,0.7508333333333334,6.8305792808532715,6.874693393707275,0.2085462510585785,1384,1200
122,Lama2,Itga1,0.7641874922993186,0.8290201140551726,-0.06483262175585403,0.14739884393063585,0.15666666666666668,1.2661675214767456,1.3544394969940186,1.2718786001205444,1384,1200
123,Icam2,Itgal,0.7203128760726679,0.7851948804826924,-0.06488200441002445,0.7348265895953757,0.8041666666666667,6.732481002807617,7.542272090911865,2.6659114360809326,1384,1200
124,Il2,Il2rg,0.6810080901748907,0.7464442410238004,-0.06543615084890964,0.7861271676300579,0.7941666666666667,7.257000923156738,7.337060451507568,0.03880273178219795,1384,1200
125,Lama3,Cd44,0.7267653206036992,0.793108115816447,-0.06634279521274777,0.6567919075144508,0.6883333333333334,5.961802005767822,6.271204471588135,1.4434186220169067,1384,1200
126,Ccl5,Ccr5,0.7287851068636368,0.7952318257696677,-0.06644671890603082,0.2514450867052023,0.1325,2.1961896419525146,1.1479541063308716,0.6094133257865906,1384,1200
127,Tnc,Itgb1,0.7041574573870438,0.7714074992620433,-0.0672500418749995,0.6575144508670521,0.6891666666666667,6.019511699676514,6.314148902893066,1.6642721891403198,1384,1200
128,Icosl,Cd28,0.6313698532433636,0.6993802939597042,-0.06801044071634066,0.523121387283237,0.5708333333333333,4.660684585571289,5.13004207611084,1.5611708164215088,1384,1200
129,Il10,Il10rb,0.7025939064414974,0.7707387000556567,-0.06814479361415926,0.3475433526011561,0.3225,2.9798240661621094,2.7799270153045654,0.036466892808675766,1384,1200
130,Tgfb2,Tgfbr1,0.7312241239708447,0.7994039755304166,-0.06817985155957196,0.29696531791907516,0.3258333333333333,2.553384780883789,2.8387515544891357,0.8607767820358276,1384,1200
131,H2-Ab1,Cd4,0.6563944962265332,0.72494827400738,-0.06855377778084681,0.6856936416184971,0.7183333333333334,6.280999660491943,6.6105499267578125,6.461980819702148,1384,1200
132,Icam1,Itgal,0.6930882276856336,0.7617782543273157,-0.06869002664168211,0.7348265895953757,0.8041666666666667,6.732481002807617,7.542272090911865,4.34319543838501,1384,1200
133,Lamb1,Itga6,0.7420072080829423,0.8120490717531313,-0.07004186367018905,0.21893063583815028,0.21833333333333332,1.875162959098816,1.8769882917404175,1.9755010604858398,1384,1200
134,Il15,Il2rb,0.6994553237724623,0.77042751109443,-0.07097218732196764,0.47760115606936415,0.525,4.270533084869385,4.7342681884765625,0.5906714200973511,1384,1200
135,F11r,Jam2,0.809159207841027,0.8801753685118919,-0.07101616067086491,0.12861271676300579,0.06833333333333333,1.0924488306045532,0.584764301776886,4.302900314331055,1384,1200
136,Icam2,Itgb2,0.7104803868241062,0.7817062385913803,-0.07122585176727414,0.7492774566473989,0.7508333333333334,6.8305792808532715,6.874693393707275,2.6659114360809326,1384,1200
137,Calca,Calcrl,0.7063715449213632,0.7783124252453084,-0.07194088032394519,0.36921965317919075,0.37833333333333335,3.3038880825042725,3.3974385261535645,0.058110687881708145,1384,1200
138,Tgfb1,Tgfbr2,0.6616068009066084,0.733572254013355,-0.07196545310674662,0.7651734104046243,0.7383333333333333,7.057409763336182,6.766414165496826,4.899741172790527,1384,1200
139,Col4a1,Itgav,0.7091276546600418,0.7812478267881133,-0.07212017212807154,0.43786127167630057,0.4375,3.7998905181884766,3.8223869800567627,7.091513156890869,1384,1200
140,Dll4,Notch1,0.7401111292904669,0.8125712638077234,-0.07246013451725652,0.4313583815028902,0.42916666666666664,3.742673635482788,3.7358553409576416,1.4849385023117065,1384,1200
141,Tnc,Itga8,0.824970781247946,0.8977055750565459,-0.07273479380859993,0.12427745664739884,0.045,1.0510313510894775,0.3774782419204712,1.6642721891403198,1384,1200
142,Itga9,Vcam1,0.7439649826710368,0.8182029677298303,-0.07423798505879342,0.22904624277456648,0.20916666666666667,1.9594520330429077,1.8057489395141602,2.0229880809783936,1384,1200
143,Vtn,Itga8,0.8370575955489282,0.9114721871263962,-0.07441459157746799,0.12427745664739884,0.045,1.0510313510894775,0.3774782419204712,0.20507098734378815,1384,1200
144,Cd86,Cd28,0.6635596253489151,0.7380580880582589,-0.0744984627093438,0.523121387283237,0.5708333333333333,4.660684585571289,5.13004207611084,0.9740771055221558,1384,1200
145,Icam1,Itgb2,0.6826587473295346,0.7575187626572178,-0.07486001532768327,0.7492774566473989,0.7508333333333334,6.8305792808532715,6.874693393707275,4.34319543838501,1384,1200
146,Igf2,Itga6,0.7569218216918489,0.832539039836278,-0.07561721814442912,0.21893063583815028,0.21833333333333332,1.875162959098816,1.8769882917404175,0.17159707844257355,1384,1200
147,Vwf,Itgav,0.7262628227097723,0.8032350134436461,-0.07697219073387385,0.43786127167630057,0.4375,3.7998905181884766,3.8223869800567627,2.5189003944396973,1384,1200
148,Igf2,Itgb3,0.751556665175041,0.8325234978106456,-0.08096683263560456,0.25939306358381503,0.195,2.242915391921997,1.6854921579360962,0.17159707844257355,1384,1200
149,Col4a1,Itgb1,0.680693417538885,0.762666879243794,-0.08197346170490893,0.6575144508670521,0.6891666666666667,6.019511699676514,6.314148902893066,7.091513156890869,1384,1200
150,Il33,Il1rl1,0.7685243986759867,0.8505630086676993,-0.08203860999171264,0.24277456647398843,0.115,2.3149945735931396,1.0627639293670654,2.699615955352783,1384,1200
